"Opps","Form","ItemId","Subject","Grade","Reporting_Category","Knowledge_and_Skill","Subject_Grade","difficulty","P.Value","ScorePoints","model","P0","P1","P2"
"Opportunity 3","Hard","A28573","Language Arts",4,"1.Vocabulary","1.Vocabulary.4","Language Arts_G4",-0.592257651259395,0.24,1,"logit",1,-0.592257651259395,0
"Opportunity 2","Hard","A28668","Natural Science",5,"1.Biology","1.Biology.5","Natural Science_G5",1.06913883009172,0.08,1,"logit",1,1.06913883009172,0
"Opportunity 1","Hard","A48467","Language Arts",4,"1.Vocabulary","1.Vocabulary.1","Language Arts_G4",3.56651769144819,0.34,1,"logit",1,3.56651769144819,0
"Opportunity 2","Hard","A23882","Language Arts",4,"2.Reading","2.Reading.4","Language Arts_G4",-1.27288235690656,0.25,2,"adjacent logit",-3.91920756585749,1.37344285204436,NA
"Opportunity 1","Hard","A50117","Natural Science",5,"3.Earth Science","3.Earth Science.5","Natural Science_G5",0.480171540541329,0.26,1,"logit",1,0.480171540541329,0
"Opportunity 3","Hard","A14738","Math",3,"3.Geometry","3.Geometry.3","Math_G3",0.130642981701819,0.26,1,"logit",1,0.130642981701819,0
"Opportunity 2","Hard","A31937","Natural Science",5,"1.Biology","1.Biology.4","Natural Science_G5",1.66890880718147,0.23,1,"logit",1,1.66890880718147,0
"Opportunity 1","Hard","A50608","Math",3,"4.Measurement","4.Measurement.1","Math_G3",0.833316391567031,0.12,1,"logit",1,0.833316391567031,0
"Opportunity 2","Hard","A90459","Math",3,"4.Measurement","4.Measurement.5","Math_G3",2.03148620430769,0,1,"logit",1,2.03148620430769,0
"Opportunity 3","Hard","A13021","Language Arts",4,"4.Writing","4.Writing.1","Language Arts_G4",0.665024981239441,0.2,2,"adjacent logit",-3.1580914575592,4.48814142003808,NA
"Opportunity 3","Hard","A73480","Language Arts",4,"2.Reading","2.Reading.2","Language Arts_G4",0.762547278604272,0.16,2,"adjacent logit",-3.50249239732238,5.02758695453092,NA
"Opportunity 2","Hard","A69003","Language Arts",4,"4.Writing","4.Writing.4","Language Arts_G4",0.0982945428036397,0.22,2,"adjacent logit",-0.670574267804976,0.867163353412256,NA
"Opportunity 1","Hard","A26797","Natural Science",5,"1.Biology","1.Biology.6","Natural Science_G5",3.50100341275967,0.32,1,"logit",1,3.50100341275967,0
"Opportunity 3","Hard","A78451","Language Arts",4,"4.Writing","4.Writing.1","Language Arts_G4",1.60918868327132,0.12,1,"logit",1,1.60918868327132,0
"Opportunity 3","Hard","A91698","Language Arts",4,"4.Writing","4.Writing.6","Language Arts_G4",-1.11358855003063,0.39,1,"logit",1,-1.11358855003063,0
"Opportunity 2","Hard","A63951","Natural Science",5,"4.Chemistry","4.Chemistry.6","Natural Science_G5",0.0831862292315979,0.2,1,"logit",1,0.0831862292315979,0
"Opportunity 2","Hard","A33901","Natural Science",5,"2.Physics","2.Physics.3","Natural Science_G5",0.839946661429292,0.12,1,"logit",1,0.839946661429292,0
"Opportunity 3","Hard","A79988","Natural Science",5,"2.Physics","2.Physics.6","Natural Science_G5",0.55274660523723,0.26,1,"logit",1,0.55274660523723,0
"Opportunity 2","Hard","A74423","Natural Science",5,"3.Earth Science","3.Earth Science.3","Natural Science_G5",0.210202314991688,0.41,1,"logit",1,0.210202314991688,0
"Opportunity 1","Hard","A56539","Natural Science",5,"3.Earth Science","3.Earth Science.2","Natural Science_G5",-0.28677706943518,0.39,1,"logit",1,-0.28677706943518,0
"Opportunity 1","Hard","A61335","Math",3,"3.Geometry","3.Geometry.2","Math_G3",0.868917284227576,0.31,1,"logit",1,0.868917284227576,0
"Opportunity 1","Hard","A59714","Natural Science",5,"3.Earth Science","3.Earth Science.3","Natural Science_G5",0.690675671606907,0.06,1,"logit",1,0.690675671606907,0
"Opportunity 3","Hard","A49267","Language Arts",4,"2.Reading","2.Reading.2","Language Arts_G4",1.63392853456975,0.17,1,"logit",1,1.63392853456975,0
"Opportunity 3","Hard","A47403","Math",3,"3.Geometry","3.Geometry.3","Math_G3",0.31438689297214,0.35,1,"logit",1,0.31438689297214,0
"Opportunity 3","Hard","A22213","Language Arts",4,"2.Reading","2.Reading.4","Language Arts_G4",2.12274836188714,0.27,1,"logit",1,2.12274836188714,0
"Opportunity 1","Hard","A61433","Math",3,"4.Measurement","4.Measurement.1","Math_G3",0.581177264319429,0.32,1,"logit",1,0.581177264319429,0
"Opportunity 2","Hard","A49665","Natural Science",5,"1.Biology","1.Biology.3","Natural Science_G5",1.59359386879385,0.42,1,"logit",1,1.59359386879385,0
"Opportunity 1","Hard","A88186","Language Arts",4,"4.Writing","4.Writing.1","Language Arts_G4",1.28195815619308,0.45,2,"adjacent logit",-0.623847293879452,3.18776360626562,NA
"Opportunity 3","Hard","A93658","Natural Science",5,"4.Chemistry","4.Chemistry.1","Natural Science_G5",0.85010357762684,0.22,1,"logit",1,0.85010357762684,0
"Opportunity 2","Hard","A85605","Natural Science",5,"2.Physics","2.Physics.3","Natural Science_G5",0.977776146727547,0,1,"logit",1,0.977776146727547,0
"Opportunity 2","Hard","A20459","Natural Science",5,"3.Earth Science","3.Earth Science.2","Natural Science_G5",2.55419269501316,0.38,2,"adjacent logit",1.37820462139913,3.73018076862719,NA
"Opportunity 3","Hard","A81728","Language Arts",4,"1.Vocabulary","1.Vocabulary.3","Language Arts_G4",1.41844026256345,0.03,1,"logit",1,1.41844026256345,0
"Opportunity 1","Hard","A23998","Language Arts",4,"2.Reading","2.Reading.2","Language Arts_G4",-0.0461179403071663,0.43,1,"logit",1,-0.0461179403071663,0
"Opportunity 2","Hard","A54435","Language Arts",4,"2.Reading","2.Reading.2","Language Arts_G4",1.47857588545179,0.41,1,"logit",1,1.47857588545179,0
"Opportunity 3","Hard","A76756","Natural Science",5,"4.Chemistry","4.Chemistry.6","Natural Science_G5",1.88775212074815,0.12,1,"logit",1,1.88775212074815,0
"Opportunity 2","Hard","A36868","Language Arts",4,"1.Vocabulary","1.Vocabulary.3","Language Arts_G4",0.749773815446889,0.31,1,"logit",1,0.749773815446889,0
"Opportunity 1","Hard","A93280","Language Arts",4,"4.Writing","4.Writing.5","Language Arts_G4",0.644410698662567,0.03,1,"logit",1,0.644410698662567,0
"Opportunity 3","Hard","A52215","Math",3,"4.Measurement","4.Measurement.3","Math_G3",1.37382328250146,0.14,1,"logit",1,1.37382328250146,0
"Opportunity 3","Hard","A26824","Math",3,"1.Probability","1.Probability.5","Math_G3",-0.310697302486872,0.46,1,"logit",1,-0.310697302486872,0
"Opportunity 1","Hard","A33981","Language Arts",4,"4.Writing","4.Writing.4","Language Arts_G4",1.89244465408008,0.22,1,"logit",1,1.89244465408008,0
"Opportunity 1","Hard","A69753","Language Arts",4,"4.Writing","4.Writing.4","Language Arts_G4",0.311842447254893,0.25,1,"logit",1,0.311842447254893,0
"Opportunity 3","Hard","A10668","Math",3,"2.Algebra","2.Algebra.5","Math_G3",0.512362881911704,0.19,1,"logit",1,0.512362881911704,0
"Opportunity 2","Hard","A17555","Natural Science",5,"3.Earth Science","3.Earth Science.6","Natural Science_G5",0.642667954736305,0.27,1,"logit",1,0.642667954736305,0
"Opportunity 2","Hard","A72058","Language Arts",4,"3.Grammar","3.Grammar.6","Language Arts_G4",0.0284963512507305,0.45,1,"logit",1,0.0284963512507305,0
"Opportunity 3","Hard","A95683","Math",3,"2.Algebra","2.Algebra.2","Math_G3",1.530191391301,0.49,1,"logit",1,1.530191391301,0
"Opportunity 3","Hard","A79164","Natural Science",5,"3.Earth Science","3.Earth Science.2","Natural Science_G5",2.36709243785292,0.47,2,"adjacent logit",-1.2168639111999,5.95104878690575,NA
"Opportunity 3","Hard","A50467","Language Arts",4,"2.Reading","2.Reading.4","Language Arts_G4",2.26556936563732,0.1,1,"logit",1,2.26556936563732,0
"Opportunity 3","Hard","A20890","Language Arts",4,"2.Reading","2.Reading.2","Language Arts_G4",1.44263138644698,0.36,1,"logit",1,1.44263138644698,0
"Opportunity 3","Hard","A83573","Language Arts",4,"1.Vocabulary","1.Vocabulary.4","Language Arts_G4",0.401999137327166,0.12,1,"logit",1,0.401999137327166,0
"Opportunity 1","Hard","A13015","Language Arts",4,"4.Writing","4.Writing.4","Language Arts_G4",-0.56938412011186,0.36,1,"logit",1,-0.56938412011186,0
"Opportunity 2","Hard","A59304","Natural Science",5,"3.Earth Science","3.Earth Science.5","Natural Science_G5",-0.182268953707344,0.21,2,"adjacent logit",-1.08105582248259,0.716517915067898,NA
"Opportunity 2","Hard","A33702","Language Arts",4,"3.Grammar","3.Grammar.4","Language Arts_G4",0.379893094726435,0.08,1,"logit",1,0.379893094726435,0
"Opportunity 3","Hard","A78172","Math",3,"4.Measurement","4.Measurement.5","Math_G3",0.416443560806962,0.44,1,"logit",1,0.416443560806962,0
"Opportunity 1","Hard","A22070","Natural Science",5,"3.Earth Science","3.Earth Science.1","Natural Science_G5",2.27132145432447,0.42,2,"adjacent logit",-0.35185070544471,4.89449361409364,NA
"Opportunity 3","Hard","A74736","Natural Science",5,"3.Earth Science","3.Earth Science.1","Natural Science_G5",1.02099339729914,0.45,1,"logit",1,1.02099339729914,0
"Opportunity 1","Hard","A92563","Natural Science",5,"2.Physics","2.Physics.1","Natural Science_G5",3.34925923343865,0.05,1,"logit",1,3.34925923343865,0
"Opportunity 3","Hard","A61426","Natural Science",5,"2.Physics","2.Physics.5","Natural Science_G5",3.1902928195894,0.45,1,"logit",1,3.1902928195894,0
"Opportunity 1","Hard","A54705","Natural Science",5,"2.Physics","2.Physics.2","Natural Science_G5",0.151927921184201,0.24,1,"logit",1,0.151927921184201,0
"Opportunity 3","Hard","A35748","Natural Science",5,"2.Physics","2.Physics.1","Natural Science_G5",5.2210145180249,0.35,2,"adjacent logit",0.648247340364254,9.79378169568555,NA
"Opportunity 1","Hard","A89119","Natural Science",5,"1.Biology","1.Biology.2","Natural Science_G5",-1.17997025905085,0.19,1,"logit",1,-1.17997025905085,0
"Opportunity 2","Hard","A65549","Natural Science",5,"1.Biology","1.Biology.4","Natural Science_G5",0.0309644288474173,0.02,2,"adjacent logit",-1.36221230617696,1.4241411638718,NA
"Opportunity 2","Hard","A58225","Language Arts",4,"2.Reading","2.Reading.4","Language Arts_G4",1.40652713903063,0.28,1,"logit",1,1.40652713903063,0
"Opportunity 2","Hard","A75893","Math",3,"4.Measurement","4.Measurement.6","Math_G3",2.02759897256794,0.39,1,"logit",1,2.02759897256794,0
"Opportunity 3","Hard","A99297","Language Arts",4,"1.Vocabulary","1.Vocabulary.2","Language Arts_G4",0.00265302155940339,0.21,2,"adjacent logit",-3.28596457463994,3.29127061775875,NA
"Opportunity 3","Hard","A15478","Natural Science",5,"4.Chemistry","4.Chemistry.2","Natural Science_G5",2.80657831516349,0.1,2,"adjacent logit",-2.24728957950264,7.86044620982961,NA
"Opportunity 2","Hard","A65916","Language Arts",4,"2.Reading","2.Reading.3","Language Arts_G4",0.0820259413859066,0.21,1,"logit",1,0.0820259413859066,0
"Opportunity 1","Hard","A46516","Math",3,"3.Geometry","3.Geometry.6","Math_G3",-0.961034597175453,0.49,1,"logit",1,-0.961034597175453,0
"Opportunity 3","Hard","A33671","Math",3,"3.Geometry","3.Geometry.5","Math_G3",-0.760338261397965,0.27,2,"adjacent logit",-3.64513234896751,2.12445582617158,NA
"Opportunity 1","Hard","A85302","Language Arts",4,"1.Vocabulary","1.Vocabulary.6","Language Arts_G4",0.500889610914648,0.19,1,"logit",1,0.500889610914648,0
"Opportunity 2","Hard","A15653","Language Arts",4,"1.Vocabulary","1.Vocabulary.3","Language Arts_G4",0.830016717338323,0.44,1,"logit",1,0.830016717338323,0
"Opportunity 3","Hard","A95019","Math",3,"1.Probability","1.Probability.2","Math_G3",0.769525402231882,0.2,1,"logit",1,0.769525402231882,0
"Opportunity 3","Hard","A71172","Language Arts",4,"4.Writing","4.Writing.2","Language Arts_G4",2.1483953176489,0.31,1,"logit",1,2.1483953176489,0
"Opportunity 2","Hard","A60547","Natural Science",5,"1.Biology","1.Biology.6","Natural Science_G5",2.55682401232143,0.2,1,"logit",1,2.55682401232143,0
"Opportunity 1","Hard","A11232","Language Arts",4,"4.Writing","4.Writing.6","Language Arts_G4",0.314333243379401,0.07,1,"logit",1,0.314333243379401,0
"Opportunity 1","Hard","A88590","Natural Science",5,"1.Biology","1.Biology.5","Natural Science_G5",1.69091766296908,0.01,1,"logit",1,1.69091766296908,0
"Opportunity 1","Hard","A24057","Math",3,"2.Algebra","2.Algebra.4","Math_G3",0.933698025468216,0.12,1,"logit",1,0.933698025468216,0
"Opportunity 3","Hard","A27646","Natural Science",5,"4.Chemistry","4.Chemistry.4","Natural Science_G5",1.16037885726617,0.46,2,"adjacent logit",-3.48551455861019,5.80627227314253,NA
"Opportunity 3","Hard","A39110","Math",3,"3.Geometry","3.Geometry.2","Math_G3",-0.23130279470129,0.32,1,"logit",1,-0.23130279470129,0
"Opportunity 3","Hard","A25433","Math",3,"4.Measurement","4.Measurement.6","Math_G3",0.632242950221344,0.08,1,"logit",1,0.632242950221344,0
"Opportunity 3","Hard","A84856","Natural Science",5,"1.Biology","1.Biology.1","Natural Science_G5",-0.389427072908397,0.44,1,"logit",1,-0.389427072908397,0
"Opportunity 1","Hard","A31176","Language Arts",4,"1.Vocabulary","1.Vocabulary.3","Language Arts_G4",0.466011783822731,0.36,1,"logit",1,0.466011783822731,0
"Opportunity 2","Hard","A97538","Natural Science",5,"2.Physics","2.Physics.2","Natural Science_G5",0.320494955728937,0.35,1,"logit",1,0.320494955728937,0
"Opportunity 1","Hard","A23221","Language Arts",4,"3.Grammar","3.Grammar.5","Language Arts_G4",0.642165897686535,0.35,1,"logit",1,0.642165897686535,0
"Opportunity 3","Hard","A54143","Language Arts",4,"4.Writing","4.Writing.6","Language Arts_G4",1.48990048513763,0.29,1,"logit",1,1.48990048513763,0
"Opportunity 3","Hard","A50236","Math",3,"4.Measurement","4.Measurement.6","Math_G3",1.41736878552799,0.33,2,"adjacent logit",0.795369127209115,2.03936844384687,NA
"Opportunity 2","Hard","A47113","Natural Science",5,"1.Biology","1.Biology.2","Natural Science_G5",0.349941319302508,0.44,1,"logit",1,0.349941319302508,0
"Opportunity 3","Hard","A44553","Math",3,"4.Measurement","4.Measurement.1","Math_G3",0.321260519837089,0.25,1,"logit",1,0.321260519837089,0
"Opportunity 1","Hard","A95974","Math",3,"2.Algebra","2.Algebra.5","Math_G3",-0.256641232995145,0.47,1,"logit",1,-0.256641232995145,0
"Opportunity 3","Hard","A70345","Natural Science",5,"4.Chemistry","4.Chemistry.6","Natural Science_G5",0.418338226685116,0.44,1,"logit",1,0.418338226685116,0
"Opportunity 2","Hard","A12355","Language Arts",4,"2.Reading","2.Reading.2","Language Arts_G4",1.92759676980745,0.46,1,"logit",1,1.92759676980745,0
"Opportunity 2","Hard","A25666","Natural Science",5,"4.Chemistry","4.Chemistry.5","Natural Science_G5",0.397699610626683,0.48,1,"logit",1,0.397699610626683,0
"Opportunity 2","Hard","A35546","Language Arts",4,"1.Vocabulary","1.Vocabulary.6","Language Arts_G4",0.98852702121697,0.03,1,"logit",1,0.98852702121697,0
"Opportunity 1","Hard","A80251","Math",3,"4.Measurement","4.Measurement.4","Math_G3",-0.133740957702766,0.4,1,"logit",1,-0.133740957702766,0
"Opportunity 2","Hard","A82222","Natural Science",5,"3.Earth Science","3.Earth Science.2","Natural Science_G5",1.12197065236593,0.41,1,"logit",1,1.12197065236593,0
"Opportunity 1","Hard","A68613","Math",3,"3.Geometry","3.Geometry.5","Math_G3",1.61625146454957,0.05,1,"logit",1,1.61625146454957,0
"Opportunity 1","Hard","A87882","Natural Science",5,"3.Earth Science","3.Earth Science.1","Natural Science_G5",-1.10609632604793,0.41,1,"logit",1,-1.10609632604793,0
"Opportunity 2","Hard","A50980","Language Arts",4,"3.Grammar","3.Grammar.3","Language Arts_G4",0.816792261334895,0.23,1,"logit",1,0.816792261334895,0
"Opportunity 2","Hard","A70015","Natural Science",5,"2.Physics","2.Physics.1","Natural Science_G5",0.844339498499477,0.5,2,"adjacent logit",-1.03648302143242,2.72516201843138,NA
"Opportunity 3","Hard","A59176","Math",3,"4.Measurement","4.Measurement.5","Math_G3",-0.253965447618331,0.01,2,"adjacent logit",-1.90666817278452,1.39873727754786,NA
"Opportunity 2","Hard","A57669","Language Arts",4,"3.Grammar","3.Grammar.3","Language Arts_G4",-0.343790331022604,0.08,1,"logit",1,-0.343790331022604,0
"Opportunity 3","Hard","A14555","Language Arts",4,"3.Grammar","3.Grammar.1","Language Arts_G4",0.542749283159131,0.35,2,"adjacent logit",-0.614370970216833,1.69986953653509,NA
"Opportunity 1","Hard","A59915","Natural Science",5,"1.Biology","1.Biology.6","Natural Science_G5",0.573429132997612,0.41,1,"logit",1,0.573429132997612,0
"Opportunity 1","Hard","A97008","Natural Science",5,"2.Physics","2.Physics.2","Natural Science_G5",2.13013735406745,0.48,1,"logit",1,2.13013735406745,0
"Opportunity 2","Hard","A96427","Natural Science",5,"3.Earth Science","3.Earth Science.4","Natural Science_G5",2.1161378446725,0.19,1,"logit",1,2.1161378446725,0
"Opportunity 2","Hard","A45831","Language Arts",4,"2.Reading","2.Reading.2","Language Arts_G4",-0.0823516820606884,0.34,1,"logit",1,-0.0823516820606884,0
"Opportunity 2","Hard","A19785","Natural Science",5,"1.Biology","1.Biology.4","Natural Science_G5",-0.216461670306682,0.32,1,"logit",1,-0.216461670306682,0
"Opportunity 3","Hard","A52240","Math",3,"1.Probability","1.Probability.3","Math_G3",-0.722396077801987,0.48,2,"adjacent logit",-3.06622523631742,1.62143308071345,NA
"Opportunity 3","Hard","A58970","Natural Science",5,"2.Physics","2.Physics.4","Natural Science_G5",-0.0417912300732894,0.24,1,"logit",1,-0.0417912300732894,0
"Opportunity 2","Hard","A10988","Language Arts",4,"2.Reading","2.Reading.1","Language Arts_G4",1.46168033630847,0.24,2,"adjacent logit",-1.05604858617232,3.97940925878925,NA
"Opportunity 2","Hard","A81209","Language Arts",4,"4.Writing","4.Writing.1","Language Arts_G4",-0.048868112753937,0.28,1,"logit",1,-0.048868112753937,0
"Opportunity 1","Hard","A42586","Language Arts",4,"4.Writing","4.Writing.6","Language Arts_G4",-0.211845984593556,0.07,1,"logit",1,-0.211845984593556,0
"Opportunity 2","Hard","A89103","Math",3,"3.Geometry","3.Geometry.6","Math_G3",1.61787480277296,0.37,2,"adjacent logit",-2.18353833653576,5.41928794208169,NA
"Opportunity 1","Hard","A31188","Natural Science",5,"2.Physics","2.Physics.6","Natural Science_G5",0.600029035067984,0.27,1,"logit",1,0.600029035067984,0
"Opportunity 1","Hard","A61325","Natural Science",5,"2.Physics","2.Physics.3","Natural Science_G5",-1.79283198927103,0.18,1,"logit",1,-1.79283198927103,0
"Opportunity 2","Hard","A74984","Math",3,"1.Probability","1.Probability.3","Math_G3",1.22214221577593,0.31,1,"logit",1,1.22214221577593,0
"Opportunity 2","Hard","A71498","Math",3,"1.Probability","1.Probability.2","Math_G3",2.89803200473849,0.35,1,"logit",1,2.89803200473849,0
"Opportunity 3","Hard","A14950","Math",3,"2.Algebra","2.Algebra.4","Math_G3",-0.440908611739216,0.25,2,"adjacent logit",-0.60876557766406,-0.273051645814372,NA
"Opportunity 2","Hard","A76095","Math",3,"3.Geometry","3.Geometry.6","Math_G3",0.829067031948662,0.29,2,"adjacent logit",-1.63558622214856,3.29372028604588,NA
"Opportunity 2","Hard","A98387","Math",3,"2.Algebra","2.Algebra.6","Math_G3",1.47148082051764,0.08,1,"logit",1,1.47148082051764,0
"Opportunity 1","Hard","A33231","Natural Science",5,"1.Biology","1.Biology.2","Natural Science_G5",0.0227182819351268,0.12,1,"logit",1,0.0227182819351268,0
"Opportunity 2","Hard","A66963","Language Arts",4,"2.Reading","2.Reading.4","Language Arts_G4",0.835382446752352,0.32,1,"logit",1,0.835382446752352,0
"Opportunity 3","Hard","A66575","Natural Science",5,"4.Chemistry","4.Chemistry.4","Natural Science_G5",2.38467160817869,0.46,2,"adjacent logit",1.44011777651962,3.32922543983776,NA
"Opportunity 1","Hard","A68223","Math",3,"4.Measurement","4.Measurement.2","Math_G3",2.33439980894743,0.25,1,"logit",1,2.33439980894743,0
"Opportunity 1","Hard","A43460","Natural Science",5,"1.Biology","1.Biology.3","Natural Science_G5",0.967577901335866,0.26,1,"logit",1,0.967577901335866,0
"Opportunity 3","Hard","A97037","Natural Science",5,"1.Biology","1.Biology.1","Natural Science_G5",2.53616651350955,0.32,1,"logit",1,2.53616651350955,0
"Opportunity 2","Hard","A18220","Math",3,"1.Probability","1.Probability.3","Math_G3",-0.831928727691659,0.46,1,"logit",1,-0.831928727691659,0
"Opportunity 1","Hard","A61782","Language Arts",4,"4.Writing","4.Writing.4","Language Arts_G4",-0.00242474775935486,0.31,1,"logit",1,-0.00242474775935486,0
"Opportunity 2","Hard","A65376","Natural Science",5,"3.Earth Science","3.Earth Science.1","Natural Science_G5",-0.0261691099443715,0.34,1,"logit",1,-0.0261691099443715,0
"Opportunity 1","Hard","A61265","Math",3,"1.Probability","1.Probability.1","Math_G3",0.634660256081993,0.32,1,"logit",1,0.634660256081993,0
"Opportunity 2","Hard","A19678","Language Arts",4,"2.Reading","2.Reading.5","Language Arts_G4",0.342187219473093,0.25,1,"logit",1,0.342187219473093,0
"Opportunity 1","Hard","A98378","Math",3,"2.Algebra","2.Algebra.6","Math_G3",0.844507434370391,0.43,1,"logit",1,0.844507434370391,0
"Opportunity 1","Hard","A30723","Language Arts",4,"1.Vocabulary","1.Vocabulary.3","Language Arts_G4",0.600993524860083,0.08,1,"logit",1,0.600993524860083,0
"Opportunity 1","Hard","A85113","Language Arts",4,"2.Reading","2.Reading.2","Language Arts_G4",0.0955385623223832,0.48,2,"adjacent logit",-1.06682968303204,1.2579068076768,NA
"Opportunity 2","Hard","A37122","Natural Science",5,"4.Chemistry","4.Chemistry.4","Natural Science_G5",0.212199523429662,0.03,1,"logit",1,0.212199523429662,0
"Opportunity 2","Hard","A10497","Natural Science",5,"3.Earth Science","3.Earth Science.4","Natural Science_G5",0.425988126939177,0.04,1,"logit",1,0.425988126939177,0
"Opportunity 3","Hard","A19558","Math",3,"3.Geometry","3.Geometry.2","Math_G3",1.97260225988764,0.39,1,"logit",1,1.97260225988764,0
"Opportunity 2","Hard","A92001","Natural Science",5,"2.Physics","2.Physics.6","Natural Science_G5",-0.978619814869513,0.06,1,"logit",1,-0.978619814869513,0
"Opportunity 1","Hard","A43675","Natural Science",5,"4.Chemistry","4.Chemistry.3","Natural Science_G5",1.04283241056577,0.35,1,"logit",1,1.04283241056577,0
"Opportunity 1","Hard","A68720","Natural Science",5,"4.Chemistry","4.Chemistry.6","Natural Science_G5",0.217072970325664,0.04,1,"logit",1,0.217072970325664,0
"Opportunity 3","Hard","A77211","Natural Science",5,"2.Physics","2.Physics.1","Natural Science_G5",0.666813825565357,0.25,1,"logit",1,0.666813825565357,0
"Opportunity 3","Hard","A59515","Language Arts",4,"4.Writing","4.Writing.4","Language Arts_G4",0.857316014636963,0.21,2,"adjacent logit",0.242920008931582,1.47171202034234,NA
"Opportunity 2","Hard","A92897","Language Arts",4,"4.Writing","4.Writing.1","Language Arts_G4",0.209879175793982,0.43,1,"logit",1,0.209879175793982,0
"Opportunity 3","Hard","A61029","Language Arts",4,"2.Reading","2.Reading.1","Language Arts_G4",-0.227063579505485,0.03,1,"logit",1,-0.227063579505485,0
"Opportunity 1","Hard","A45399","Math",3,"3.Geometry","3.Geometry.1","Math_G3",1.91435473683035,0.32,1,"logit",1,1.91435473683035,0
"Opportunity 1","Hard","A22626","Math",3,"1.Probability","1.Probability.5","Math_G3",0.0900071975083513,0.23,1,"logit",1,0.0900071975083513,0
"Opportunity 3","Hard","A57318","Natural Science",5,"1.Biology","1.Biology.6","Natural Science_G5",0.540304427492428,0.48,1,"logit",1,0.540304427492428,0
"Opportunity 2","Hard","A66858","Math",3,"2.Algebra","2.Algebra.5","Math_G3",0.628350692440424,0.09,1,"logit",1,0.628350692440424,0
"Opportunity 1","Hard","A17554","Natural Science",5,"3.Earth Science","3.Earth Science.2","Natural Science_G5",1.12023161383726,0.47,1,"logit",1,1.12023161383726,0
"Opportunity 1","Hard","A48236","Math",3,"1.Probability","1.Probability.5","Math_G3",-0.996439274804046,0.31,1,"logit",1,-0.996439274804046,0
"Opportunity 2","Hard","A21128","Math",3,"4.Measurement","4.Measurement.6","Math_G3",1.29251852941455,0.31,1,"logit",1,1.29251852941455,0
"Opportunity 2","Hard","A82034","Math",3,"3.Geometry","3.Geometry.4","Math_G3",1.2579661331823,0.44,2,"adjacent logit",-2.34967593019032,4.86560819655492,NA
"Opportunity 3","Hard","A69765","Math",3,"2.Algebra","2.Algebra.1","Math_G3",-0.283523492483462,0.04,1,"logit",1,-0.283523492483462,0
"Opportunity 3","Hard","A24717","Math",3,"1.Probability","1.Probability.2","Math_G3",0.683378610835292,0.48,1,"logit",1,0.683378610835292,0
"Opportunity 3","Hard","A77539","Language Arts",4,"1.Vocabulary","1.Vocabulary.3","Language Arts_G4",1.35408889940227,0.09,1,"logit",1,1.35408889940227,0
"Opportunity 1","Hard","A57363","Natural Science",5,"3.Earth Science","3.Earth Science.6","Natural Science_G5",2.62878511348953,0.25,1,"logit",1,2.62878511348953,0
"Opportunity 2","Hard","A71052","Math",3,"3.Geometry","3.Geometry.4","Math_G3",1.21490106725194,0.32,1,"logit",1,1.21490106725194,0
"Opportunity 3","Hard","A72279","Language Arts",4,"2.Reading","2.Reading.2","Language Arts_G4",1.59183691740338,0.08,1,"logit",1,1.59183691740338,0
"Opportunity 3","Hard","A74338","Math",3,"3.Geometry","3.Geometry.4","Math_G3",1.7670220603809,0.39,1,"logit",1,1.7670220603809,0
"Opportunity 3","Hard","A77282","Natural Science",5,"1.Biology","1.Biology.6","Natural Science_G5",-0.405359457971911,0.17,1,"logit",1,-0.405359457971911,0
"Opportunity 3","Hard","A80655","Language Arts",4,"4.Writing","4.Writing.4","Language Arts_G4",0.112163221399566,0.26,1,"logit",1,0.112163221399566,0
"Opportunity 2","Hard","A43471","Math",3,"2.Algebra","2.Algebra.1","Math_G3",-0.237037599683571,0.37,1,"logit",1,-0.237037599683571,0
"Opportunity 2","Hard","A13986","Math",3,"4.Measurement","4.Measurement.2","Math_G3",-0.519939531572694,0.47,1,"logit",1,-0.519939531572694,0
"Opportunity 1","Hard","A66932","Natural Science",5,"2.Physics","2.Physics.6","Natural Science_G5",1.70444177150948,0.18,1,"logit",1,1.70444177150948,0
"Opportunity 2","Hard","A22336","Language Arts",4,"1.Vocabulary","1.Vocabulary.2","Language Arts_G4",1.98483790825959,0.29,1,"logit",1,1.98483790825959,0
"Opportunity 3","Hard","A30445","Math",3,"1.Probability","1.Probability.1","Math_G3",1.98435453832842,0.07,1,"logit",1,1.98435453832842,0
"Opportunity 1","Hard","A69551","Language Arts",4,"2.Reading","2.Reading.3","Language Arts_G4",0.66618380849476,0.24,1,"logit",1,0.66618380849476,0
"Opportunity 2","Hard","A65115","Language Arts",4,"1.Vocabulary","1.Vocabulary.6","Language Arts_G4",-0.0232226265635349,0.22,1,"logit",1,-0.0232226265635349,0
"Opportunity 3","Hard","A27530","Language Arts",4,"3.Grammar","3.Grammar.5","Language Arts_G4",1.50338117049925,0,2,"adjacent logit",-3.29936599682262,6.30612833782111,NA
"Opportunity 2","Hard","A29965","Math",3,"4.Measurement","4.Measurement.6","Math_G3",0.624556306049071,0.36,1,"logit",1,0.624556306049071,0
"Opportunity 2","Hard","A59772","Natural Science",5,"4.Chemistry","4.Chemistry.1","Natural Science_G5",0.995322724142533,0.34,1,"logit",1,0.995322724142533,0
